Crop,Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,Soil_Moisture
Turmeric,2019,Kharif     ,Puducherry,11,1317,1889.36,4.07,15,0.16728283
Urad,2019,Kharif     ,Puducherry,2,1317,343.52,0.74,1,0.16728283
Urad,2019,Rabi       ,Puducherry,146,1317,25076.96,54.02,1,0.16728283
Urad,2019,Summer     ,Puducherry,321,1317,55134.96,118.77,0.723333333,0.16728283
Arecanut,2019,Rabi       ,Assam,67223,2084.7,11546222.48,24872.51,0.758181818,0.280675091
Arhar/Tur,2019,Kharif     ,Assam,5830,2084.7,1001360.8,2157.1,0.865925926,0.280675091
Banana,2019,Whole Year ,Assam,49445,2084.7,8492673.2,18294.65,18.07555556,0.280675091
Black pepper,2019,Whole Year ,Assam,3410,2084.7,585701.6,1261.7,2.28962963,0.280675091
Castor seed,2019,Kharif     ,Assam,748,2084.7,128476.48,276.76,0.632272727,0.280675091
Coconut ,2019,Whole Year ,Assam,20800,2084.7,3572608,7696,7582.287813,0.280675091
Cotton(lint),2019,Kharif     ,Assam,789,2084.7,135518.64,291.93,0.674444444,0.280675091
Dry chillies,2019,Whole Year ,Assam,19835,2084.7,3406859.6,7338.95,0.918888889,0.280675091
Ginger,2019,Whole Year ,Assam,17786,2084.7,3054923.36,6580.82,9.395185185,0.280675091
Gram,2019,Rabi       ,Assam,2176,2084.7,373749.76,805.12,0.648,0.280675091
Jute,2019,Kharif     ,Assam,64247,2084.7,11035064.72,23771.39,11.66851852,0.280675091
Linseed,2019,Rabi       ,Assam,4885,2084.7,839047.6,1807.45,0.588695652,0.280675091
Maize,2019,Kharif     ,Assam,36636,2084.7,6292599.36,13555.32,3.155555556,0.280675091
Masoor,2019,Rabi       ,Assam,24122,2084.7,4143194.72,8925.14,0.732962963,0.280675091
Mesta,2019,Kharif     ,Assam,3221,2084.7,553238.96,1191.77,6.1756,0.280675091
Moong(Green Gram),2019,Rabi       ,Assam,10837,2084.7,1861363.12,4009.69,0.705185185,0.280675091
Niger seed,2019,Kharif     ,Assam,5715,2084.7,981608.4,2114.55,0.545416667,0.280675091
Onion,2019,Whole Year ,Assam,8155,2084.7,1400702.8,3017.35,8.022962963,0.280675091
Other  Rabi pulses,2019,Rabi       ,Assam,15006,2084.7,2577430.56,5552.22,0.695185185,0.280675091
Peas & beans (Pulses),2019,Rabi       ,Assam,27891,2084.7,4790558.16,10319.67,1.035185185,0.280675091
Potato,2019,Whole Year ,Assam,104750,2084.7,17991860,38757.5,7.303703704,0.280675091
Rapeseed &Mustard,2019,Rabi       ,Assam,287447,2084.7,49371896.72,106355.39,0.583703704,0.280675091
Rice,2019,Autumn     ,Assam,127223,2084.7,21851822.48,47072.51,1.464814815,0.280675091
Rice,2019,Summer     ,Assam,395518,2084.7,67934171.68,146341.66,2.492307692,0.280675091
Rice,2019,Winter     ,Assam,1878208,2084.7,322601006.1,694936.96,2.137037037,0.280675091
Sesamum,2019,Kharif     ,Assam,12027,2084.7,2065757.52,4449.99,0.661481481,0.280675091
Small millets,2019,Kharif     ,Assam,5212,2084.7,895213.12,1928.44,0.5792,0.280675091
Sugarcane,2019,Whole Year ,Assam,29703,2084.7,5101787.28,10990.11,38.92111111,0.280675091
Sweet potato,2019,Whole Year ,Assam,4926,2084.7,846089.76,1822.62,5.578518519,0.280675091
Tapioca,2019,Whole Year ,Assam,3289,2084.7,564918.64,1216.93,8.9104,0.280675091
Tobacco,2019,Whole Year ,Assam,114,2084.7,19580.64,42.18,0.590909091,0.280675091
Turmeric,2019,Whole Year ,Assam,16359,2084.7,2809821.84,6052.83,1.284074074,0.280675091
Urad,2019,Rabi       ,Assam,58100,2084.7,9979256,21497,0.618888889,0.280675091
Wheat,2019,Rabi       ,Assam,11336,2084.7,1947071.36,4194.32,1.272083333,0.280675091
Arecanut,2019,Rabi       ,Meghalaya,18231,3844.4,3131356.56,6745.47,1.296363636,0.311406021
Arhar/Tur,2019,Kharif     ,Meghalaya,1186,3844.4,203707.36,438.82,1.122,0.311406021
Banana,2019,Kharif     ,Meghalaya,7284,3844.4,1251099.84,2695.08,10.73090909,0.311406021
Black pepper,2019,Rabi       ,Meghalaya,1046,3844.4,179660.96,387.02,0.764545455,0.311406021
Cashewnut,2019,Rabi       ,Meghalaya,10471,3844.4,1798498.96,3874.27,1.402,0.311406021
Castor seed,2019,Rabi       ,Meghalaya,72,3844.4,12366.72,26.64,1.004,0.311406021
Coriander,2019,Whole Year ,Meghalaya,490,3844.4,84162.4,181.3,3.742,0.311406021
Cotton(lint),2019,Kharif     ,Meghalaya,7245,3844.4,1244401.2,2680.65,1.158,0.311406021
Cowpea(Lobia),2019,Rabi       ,Meghalaya,1681,3844.4,288728.56,621.97,1.633636364,0.311406021
Dry chillies,2019,Whole Year ,Meghalaya,2334,3844.4,400887.84,863.58,1.224545455,0.311406021
Ginger,2019,Kharif     ,Meghalaya,9963,3844.4,1711244.88,3686.31,9.668181818,0.311406021
Gram,2019,Rabi       ,Meghalaya,1869,3844.4,321019.44,691.53,1.082,0.311406021
Jute,2019,Kharif     ,Meghalaya,6680,3844.4,1147356.8,2471.6,9.946,0.311406021
Linseed,2019,Rabi       ,Meghalaya,95,3844.4,16317.2,35.15,0.61,0.311406021
Maize,2019,Kharif     ,Meghalaya,18174,3844.4,3121566.24,6724.38,2.254545455,0.311406021
Masoor,2019,Rabi       ,Meghalaya,1260,3844.4,216417.6,466.2,1.322857143,0.311406021
Mesta,2019,Kharif     ,Meghalaya,4480,3844.4,769484.8,1657.6,6.312,0.311406021
Onion,2019,Rabi       ,Meghalaya,561,3844.4,96357.36,207.57,8.431,0.311406021
Peas & beans (Pulses),2019,Rabi       ,Meghalaya,2340,3844.4,401918.4,865.8,1.804545455,0.311406021
Potato,2019,Summer     ,Meghalaya,12577,3844.4,2160225.52,4653.49,8.257272727,0.311406021
Potato,2019,Winter     ,Meghalaya,6366,3844.4,1093424.16,2355.42,6.527272727,0.311406021
Rapeseed &Mustard,2019,Rabi       ,Meghalaya,9879,3844.4,1696817.04,3655.23,0.890909091,0.311406021
Rice,2019,Autumn     ,Meghalaya,33480,3844.4,5750524.8,12387.6,2.510909091,0.311406021
Rice,2019,Rabi       ,Meghalaya,13628,3844.4,2340745.28,5042.36,2.57,0.311406021
Rice,2019,Winter     ,Meghalaya,63889,3844.4,10973574.64,23638.93,2.36,0.311406021
Sesamum,2019,Rabi       ,Meghalaya,2382,3844.4,409132.32,881.34,1.04,0.311406021
Small millets,2019,Rabi       ,Meghalaya,2893,3844.4,496901.68,1070.41,1.1,0.311406021
Soyabean,2019,Kharif     ,Meghalaya,1873,3844.4,321706.48,693.01,2.148181818,0.311406021
Sugarcane,2019,Whole Year ,Meghalaya,128,3844.4,21985.28,47.36,2.675,0.311406021
Sweet potato,2019,Kharif     ,Meghalaya,4734,3844.4,813111.84,1751.58,3.699090909,0.311406021
Tapioca,2019,Kharif     ,Meghalaya,5424,3844.4,931626.24,2006.88,7.553636364,0.311406021
Tobacco,2019,Rabi       ,Meghalaya,803,3844.4,137923.28,297.11,1.056666667,0.311406021
Turmeric,2019,Whole Year ,Meghalaya,2980,3844.4,511844.8,1102.6,5.923636364,0.311406021
Wheat,2019,Rabi       ,Meghalaya,464,3844.4,79696.64,171.68,1.638,0.311406021
Arecanut,2019,Whole Year ,Goa,1971,4489.5,338538.96,729.27,1.965,0.17044538
Banana,2019,Whole Year ,Goa,2460,4489.5,422529.6,910.2,13.095,0.17044538
Black pepper,2019,Whole Year ,Goa,843,4489.5,144793.68,311.91,0.37,0.17044538
Cashewnut,2019,Whole Year ,Goa,56476,4489.5,9700317.76,20896.12,0.485,0.17044538
Coconut ,2019,Whole Year ,Goa,26542,4489.5,4558853.92,9820.54,6359.69,0.17044538
Groundnut,2019,Kharif     ,Goa,2,4489.5,343.52,0.74,2.5,0.17044538
Groundnut,2019,Rabi       ,Goa,168,4489.5,28855.68,62.16,2.54,0.17044538
Other  Rabi pulses,2019,Rabi       ,Goa,4397,4489.5,755228.72,1626.89,0.88,0.17044538
Other Kharif pulses,2019,Kharif     ,Goa,1,4489.5,171.76,0.37,0,0.17044538
Rice,2019,Kharif     ,Goa,24411,4489.5,4192833.36,9032.07,2.475,0.17044538
Rice,2019,Rabi       ,Goa,10287,4489.5,1766895.12,3806.19,2.95,0.17044538
Sugarcane,2019,Whole Year ,Goa,811,4489.5,139297.36,300.07,70.115,0.17044538
Sweet potato,2019,Whole Year ,Goa,66,4489.5,11336.16,24.42,2.53,0.17044538
other oilseeds,2019,Whole Year ,Goa,684,4489.5,117483.84,253.08,2.715,0.17044538
Arecanut,2019,Whole Year ,Karnataka,500522,1422.3,85969658.72,185193.14,10.7724,0.188020291
Arhar/Tur,2019,Kharif     ,Karnataka,1626389,1422.3,279348574.6,601763.93,0.657586207,0.188020291
Bajra,2019,Kharif     ,Karnataka,328048,1422.3,56345524.48,121377.76,1.106666667,0.188020291
Bajra,2019,Summer     ,Karnataka,10904,1422.3,1872871.04,4034.48,1.038518519,0.188020291
Black pepper,2019,Whole Year ,Karnataka,160774,1422.3,27614542.24,59486.38,0.394705882,0.188020291
Cardamom,2019,Whole Year ,Karnataka,1939,1422.3,333042.64,717.43,0.105238095,0.188020291
Cashewnut,2019,Whole Year ,Karnataka,45546,1422.3,7822980.96,16852.02,1.41962963,0.188020291
Castor seed,2019,Kharif     ,Karnataka,4144,1422.3,711773.44,1533.28,0.904545455,0.188020291
Coconut ,2019,Whole Year ,Karnataka,610324,1422.3,104829250.2,225819.88,8344.984,0.188020291
Coriander,2019,Whole Year ,Karnataka,608,1422.3,104430.08,224.96,0.48,0.188020291
Cotton(lint),2019,Kharif     ,Karnataka,803067,1422.3,137934787.9,297134.79,2.51,0.188020291
Cotton(lint),2019,Rabi       ,Karnataka,14393,1422.3,2472141.68,5325.41,0.721363636,0.188020291
Cowpea(Lobia),2019,Kharif     ,Karnataka,30586,1422.3,5253451.36,11316.82,0.299333333,0.188020291
Cowpea(Lobia),2019,Rabi       ,Karnataka,11051,1422.3,1898119.76,4088.87,0.458928571,0.188020291
Cowpea(Lobia),2019,Summer     ,Karnataka,4103,1422.3,704731.28,1518.11,0.197407407,0.188020291
Dry chillies,2019,Kharif     ,Karnataka,74078,1422.3,12723637.28,27408.86,1.992352941,0.188020291
Garlic,2019,Whole Year ,Karnataka,1706,1422.3,293022.56,631.22,5.177727273,0.188020291
Ginger,2019,Whole Year ,Karnataka,22388,1422.3,3845362.88,8283.56,10.60275862,0.188020291
Gram,2019,Rabi       ,Karnataka,908637,1422.3,156067491.1,336195.69,0.7125,0.188020291
Groundnut,2019,Kharif     ,Karnataka,413854,1422.3,71083563.04,153125.98,0.949285714,0.188020291
Groundnut,2019,Rabi       ,Karnataka,2809,1422.3,482473.84,1039.33,2.31,0.188020291
Groundnut,2019,Summer     ,Karnataka,113518,1422.3,19497851.68,42001.66,1.157307692,0.188020291
Horse-gram,2019,Kharif     ,Karnataka,93699,1422.3,16093740.24,34668.63,0.775185185,0.188020291
Horse-gram,2019,Rabi       ,Karnataka,76212,1422.3,13090173.12,28198.44,0.6675,0.188020291
Jowar,2019,Kharif     ,Karnataka,178585,1422.3,30673759.6,66076.45,1.383793103,0.188020291
Jowar,2019,Rabi       ,Karnataka,730334,1422.3,125442167.8,270223.58,1.095517241,0.188020291
Jowar,2019,Summer     ,Karnataka,5069,1422.3,870651.44,1875.53,1.702857143,0.188020291
Linseed,2019,Rabi       ,Karnataka,818,1422.3,140499.68,302.66,0.381,0.188020291
Maize,2019,Kharif     ,Karnataka,1355321,1422.3,232789935,501468.77,3.572068966,0.188020291
Maize,2019,Rabi       ,Karnataka,114070,1422.3,19592663.2,42205.9,3.466785714,0.188020291
Maize,2019,Summer     ,Karnataka,31000,1422.3,5324560,11470,3.905357143,0.188020291
Mesta,2019,Whole Year ,Karnataka,55,1422.3,9446.8,20.35,0,0.188020291
Moong(Green Gram),2019,Kharif     ,Karnataka,392336,1422.3,67387631.36,145164.32,0.298461538,0.188020291
Moong(Green Gram),2019,Rabi       ,Karnataka,11109,1422.3,1908081.84,4110.33,0.215416667,0.188020291
Moong(Green Gram),2019,Summer     ,Karnataka,310,1422.3,53245.6,114.7,0.088571429,0.188020291
Niger seed,2019,Kharif     ,Karnataka,999,1422.3,171588.24,369.63,0.207083333,0.188020291
Onion,2019,Kharif     ,Karnataka,155401,1422.3,26691675.76,57498.37,8.256153846,0.188020291
Onion,2019,Rabi       ,Karnataka,36940,1422.3,6344814.4,13667.8,13.21884615,0.188020291
Onion,2019,Summer     ,Karnataka,10300,1422.3,1769128,3811,11.37333333,0.188020291
Other  Rabi pulses,2019,Rabi       ,Karnataka,13219,1422.3,2270495.44,4891.03,0.855,0.188020291
Other Kharif pulses,2019,Kharif     ,Karnataka,37740,1422.3,6482222.4,13963.8,0.788333333,0.188020291
Potato,2019,Kharif     ,Karnataka,17797,1422.3,3056812.72,6584.89,7.178214286,0.188020291
Potato,2019,Rabi       ,Karnataka,4477,1422.3,768969.52,1656.49,15.27291667,0.188020291
Potato,2019,Summer     ,Karnataka,458,1422.3,78666.08,169.46,15.88222222,0.188020291
Ragi,2019,Kharif     ,Karnataka,625797,1422.3,107486892.7,231544.89,1.675357143,0.188020291
Ragi,2019,Rabi       ,Karnataka,41861,1422.3,7190045.36,15488.57,1.409259259,0.188020291
Ragi,2019,Summer     ,Karnataka,6055,1422.3,1040006.8,2240.35,1.806666667,0.188020291
Rapeseed &Mustard,2019,Kharif     ,Karnataka,230,1422.3,39504.8,85.1,0.166842105,0.188020291
Rice,2019,Kharif     ,Karnataka,964087,1422.3,165591583.1,356712.19,2.924,0.188020291
Rice,2019,Rabi       ,Karnataka,11266,1422.3,1935048.16,4168.42,2.881428571,0.188020291
Rice,2019,Summer     ,Karnataka,272701,1422.3,46839123.76,100899.37,2.86862069,0.188020291
Safflower,2019,Rabi       ,Karnataka,26593,1422.3,4567613.68,9839.41,0.8256,0.188020291
Sannhamp,2019,Whole Year ,Karnataka,2081,1422.3,357432.56,769.97,0.644615385,0.188020291
Sesamum,2019,Kharif     ,Karnataka,30964,1422.3,5318376.64,11456.68,0.818888889,0.188020291
Small millets,2019,Kharif     ,Karnataka,52381,1422.3,8996960.56,19380.97,0.555357143,0.188020291
Soyabean,2019,Kharif     ,Karnataka,336850,1422.3,57857356,124634.5,1.065555556,0.188020291
Sugarcane,2019,Whole Year ,Karnataka,428540,1422.3,73606030.4,158559.8,81.45551724,0.188020291
Sunflower,2019,Kharif     ,Karnataka,105942,1422.3,18196597.92,39198.54,0.726,0.188020291
Sunflower,2019,Rabi       ,Karnataka,25163,1422.3,4321996.88,9310.31,0.904210526,0.188020291
Sunflower,2019,Summer     ,Karnataka,4487,1422.3,770687.12,1660.19,1.268181818,0.188020291
Sweet potato,2019,Whole Year ,Karnataka,5105,1422.3,876834.8,1888.85,18.80518519,0.188020291
Tapioca,2019,Whole Year ,Karnataka,860,1422.3,147713.6,318.2,12.70956522,0.188020291
Tobacco,2019,Whole Year ,Karnataka,95479,1422.3,16399473.04,35327.23,0.883076923,0.188020291
Turmeric,2019,Whole Year ,Karnataka,20740,1422.3,3562302.4,7673.8,6.133571429,0.188020291
Urad,2019,Kharif     ,Karnataka,68513,1422.3,11767792.88,25349.81,0.384285714,0.188020291
Urad,2019,Rabi       ,Karnataka,2875,1422.3,493810,1063.75,0.3375,0.188020291
Urad,2019,Summer     ,Karnataka,223,1422.3,38302.48,82.51,0.437272727,0.188020291
Wheat,2019,Rabi       ,Karnataka,158319,1422.3,27192871.44,58578.03,1.08125,0.188020291
Arecanut,2019,Whole Year ,Kerala,96921,3119.2,16647150.96,35860.77,0.674285714,0.264408755
Arhar/Tur,2019,Whole Year ,Kerala,313,3119.2,53760.88,115.81,1.335,0.264408755
Banana,2019,Whole Year ,Kerala,60678,3119.2,10422053.28,22450.86,8.815,0.264408755
Black pepper,2019,Whole Year ,Kerala,83765,3119.2,14387476.4,30993.05,0.327142857,0.264408755
Cardamom,2019,Whole Year ,Kerala,39697,3119.2,6818356.72,14687.89,0.062857143,0.264408755
Cashewnut,2019,Whole Year ,Kerala,39898,3119.2,6852880.48,14762.26,0.273571429,0.264408755
Coconut ,2019,Whole Year ,Kerala,760776,3119.2,130670885.8,281487.12,5882.037143,0.264408755
Cotton(lint),2019,Whole Year ,Kerala,54,3119.2,9275.04,19.98,1.51,0.264408755
Garlic,2019,Whole Year ,Kerala,191,3119.2,32806.16,70.67,5.18,0.264408755
Ginger,2019,Whole Year ,Kerala,2819,3119.2,484191.44,1043.03,3.65,0.264408755
Gram,2019,Whole Year ,Kerala,600,3119.2,103056,222,0.767142857,0.264408755
Groundnut,2019,Whole Year ,Kerala,117,3119.2,20095.92,43.29,1.26,0.264408755
Jowar,2019,Whole Year ,Kerala,285,3119.2,48951.6,105.45,0.82,0.264408755
Maize,2019,Whole Year ,Kerala,113,3119.2,19408.88,41.81,1.82,0.264408755
Other  Rabi pulses,2019,Rabi       ,Kerala,1256,3119.2,215730.56,464.72,1.098888889,0.264408755
Other Kharif pulses,2019,Kharif     ,Kerala,91,3119.2,15630.16,33.67,2.4,0.264408755
Potato,2019,Whole Year ,Kerala,490,3119.2,84162.4,181.3,13.41,0.264408755
Ragi,2019,Whole Year ,Kerala,213,3119.2,36584.88,78.81,1.36,0.264408755
Rice,2019,Autumn     ,Kerala,55895,3119.2,9600525.2,20681.15,1.949230769,0.264408755
Rice,2019,Summer     ,Kerala,61006,3119.2,10478390.56,22572.22,2.815714286,0.264408755
Rice,2019,Winter     ,Kerala,81279,3119.2,13960481.04,30073.23,2.503571429,0.264408755
Sesamum,2019,Whole Year ,Kerala,207.94,3119.2,35715.7744,76.9378,0.558,0.264408755
Small millets,2019,Kharif     ,Kerala,30,3119.2,5152.8,11.1,0.73,0.264408755
Small millets,2019,Rabi       ,Kerala,27,3119.2,4637.52,9.99,0.78,0.264408755
Sugarcane,2019,Whole Year ,Kerala,950.04,3119.2,163178.8704,351.5148,83.834,0.264408755
Sunflower,2019,Whole Year ,Kerala,1,3119.2,171.76,0.37,1,0.264408755
Sweet potato,2019,Whole Year ,Kerala,194,3119.2,33321.44,71.78,13.1125,0.264408755
Tapioca,2019,Whole Year ,Kerala,62070,3119.2,10661143.2,22965.9,41.95142857,0.264408755
Tobacco,2019,Whole Year ,Kerala,8,3119.2,1374.08,2.96,1.8,0.264408755
Turmeric,2019,Whole Year ,Kerala,2277,3119.2,391097.52,842.49,2.848571429,0.264408755
Wheat,2019,Whole Year ,Kerala,1,3119.2,171.76,0.37,2,0.264408755
Arecanut,2019,Whole Year ,Tamil Nadu,6843,910.1,1175353.68,2531.91,2.17,0.184060833
Arhar/Tur,2019,Kharif     ,Tamil Nadu,38920,910.1,6684899.2,14400.4,1.2748,0.184060833
Arhar/Tur,2019,Rabi       ,Tamil Nadu,2894,910.1,497073.44,1070.78,1.2344,0.184060833
Bajra,2019,Kharif     ,Tamil Nadu,50298,910.1,8639184.48,18610.26,2.9272,0.184060833
Bajra,2019,Rabi       ,Tamil Nadu,17194,910.1,2953241.44,6361.78,2.6984,0.184060833
Banana,2019,Whole Year ,Tamil Nadu,92440,910.1,15877494.4,34202.8,42.7084375,0.184060833
Black pepper,2019,Whole Year ,Tamil Nadu,6080,910.1,1044300.8,2249.6,0.175555556,0.184060833
Cardamom,2019,Whole Year ,Tamil Nadu,3831,910.1,658012.56,1417.47,0.093333333,0.184060833
Cashewnut,2019,Whole Year ,Tamil Nadu,83977,910.1,14423889.52,31071.49,0.335172414,0.184060833
Castor seed,2019,Kharif     ,Tamil Nadu,5259,910.1,903285.84,1945.83,0.306428571,0.184060833
Coconut ,2019,Whole Year ,Tamil Nadu,438935,910.1,75391475.6,162405.95,8795.260556,0.184060833
Coriander,2019,Whole Year ,Tamil Nadu,7397,910.1,1270508.72,2736.89,0.470909091,0.184060833
Cotton(lint),2019,Kharif     ,Tamil Nadu,96681,910.1,16605928.56,35771.97,2.533461538,0.184060833
Cotton(lint),2019,Rabi       ,Tamil Nadu,72817,910.1,12507047.92,26942.29,2.717307692,0.184060833
Cowpea(Lobia),2019,Kharif     ,Tamil Nadu,47877,910.1,8223353.52,17714.49,0.775833333,0.184060833
Cowpea(Lobia),2019,Rabi       ,Tamil Nadu,17959,910.1,3084637.84,6644.83,0.6812,0.184060833
Dry chillies,2019,Whole Year ,Tamil Nadu,47991,910.1,8242934.16,17756.67,0.919285714,0.184060833
Garlic,2019,Whole Year ,Tamil Nadu,1433,910.1,246132.08,530.21,5.5525,0.184060833
Ginger,2019,Whole Year ,Tamil Nadu,193,910.1,33149.68,71.41,16.075,0.184060833
Gram,2019,Rabi       ,Tamil Nadu,5552,910.1,953611.52,2054.24,0.871538462,0.184060833
Groundnut,2019,Kharif     ,Tamil Nadu,209159,910.1,35925149.84,77388.83,2.512333333,0.184060833
Groundnut,2019,Rabi       ,Tamil Nadu,137484,910.1,23614251.84,50869.08,3.673448276,0.184060833
Horse-gram,2019,Kharif     ,Tamil Nadu,2439,910.1,418922.64,902.43,0.725,0.184060833
Horse-gram,2019,Rabi       ,Tamil Nadu,76619,910.1,13160079.44,28349.03,0.719565217,0.184060833
Jowar,2019,Kharif     ,Tamil Nadu,231845,910.1,39821697.2,85782.65,1.238846154,0.184060833
Jowar,2019,Rabi       ,Tamil Nadu,218155,910.1,37470302.8,80717.35,1.281851852,0.184060833
Maize,2019,Kharif     ,Tamil Nadu,168587,910.1,28956503.12,62377.19,8.614827586,0.184060833
Maize,2019,Rabi       ,Tamil Nadu,164978,910.1,28336621.28,61041.86,6.841666667,0.184060833
Moong(Green Gram),2019,Kharif     ,Tamil Nadu,22747,910.1,3907024.72,8416.39,0.587407407,0.184060833
Moong(Green Gram),2019,Rabi       ,Tamil Nadu,149191,910.1,25625046.16,55200.67,0.47137931,0.184060833
Onion,2019,Kharif     ,Tamil Nadu,11137,910.1,1912891.12,4120.69,9.088148148,0.184060833
Onion,2019,Rabi       ,Tamil Nadu,22663,910.1,3892596.88,8385.31,7.237407407,0.184060833
Other  Rabi pulses,2019,Rabi       ,Tamil Nadu,21610,910.1,3711733.6,7995.7,0.776666667,0.184060833
Other Cereals,2019,Kharif     ,Tamil Nadu,2172,910.1,373062.72,803.64,1.121875,0.184060833
Other Cereals,2019,Rabi       ,Tamil Nadu,5392,910.1,926129.92,1995.04,1.282,0.184060833
Other Kharif pulses,2019,Kharif     ,Tamil Nadu,32430,910.1,5570176.8,11999.1,0.746153846,0.184060833
Potato,2019,Kharif     ,Tamil Nadu,2900,910.1,498104,1073,21.384,0.184060833
Potato,2019,Rabi       ,Tamil Nadu,1113,910.1,191168.88,411.81,21.68,0.184060833
Ragi,2019,Kharif     ,Tamil Nadu,63650,910.1,10932524,23550.5,2.928181818,0.184060833
Ragi,2019,Rabi       ,Tamil Nadu,20895,910.1,3588925.2,7731.15,3.879230769,0.184060833
Rapeseed &Mustard,2019,Rabi       ,Tamil Nadu,137,910.1,23531.12,50.69,0.19,0.184060833
Rice,2019,Autumn     ,Tamil Nadu,206535,910.1,35474451.6,76417.95,4.077241379,0.184060833
Rice,2019,Summer     ,Tamil Nadu,339990,910.1,58396682.4,125796.3,4.095,0.184060833
Rice,2019,Winter     ,Tamil Nadu,1360882,910.1,233745092.3,503526.34,3.818387097,0.184060833
Sesamum,2019,Kharif     ,Tamil Nadu,12123,910.1,2082246.48,4485.51,0.534642857,0.184060833
Sesamum,2019,Rabi       ,Tamil Nadu,40895,910.1,7024125.2,15131.15,0.680740741,0.184060833
Small millets,2019,Kharif     ,Tamil Nadu,17928,910.1,3079313.28,6633.36,1.360769231,0.184060833
Sugarcane,2019,Whole Year ,Tamil Nadu,131207,910.1,22536114.32,48546.59,102.7843333,0.184060833
Sunflower,2019,Kharif     ,Tamil Nadu,168,910.1,28855.68,62.16,1,0.184060833
Sunflower,2019,Rabi       ,Tamil Nadu,4075,910.1,699922,1507.75,1.099375,0.184060833
Sweet potato,2019,Whole Year ,Tamil Nadu,585,910.1,100479.6,216.45,23.39619048,0.184060833
Tapioca,2019,Whole Year ,Tamil Nadu,81143,910.1,13937121.68,30022.91,40.04866667,0.184060833
Tobacco,2019,Whole Year ,Tamil Nadu,1658,910.1,284778.08,613.46,1.397777778,0.184060833
Turmeric,2019,Whole Year ,Tamil Nadu,18432,910.1,3165880.32,6819.84,5.298148148,0.184060833
Urad,2019,Kharif     ,Tamil Nadu,42597,910.1,7316460.72,15760.89,0.854333333,0.184060833
Urad,2019,Rabi       ,Tamil Nadu,362726,910.1,62301817.76,134208.62,0.759,0.184060833
Arhar/Tur,1997,Kharif     ,Andhra Pradesh,313900,927.5,29873863,97309,0.197727273,0.22945051
Arhar/Tur,1997,Rabi       ,Andhra Pradesh,3500,927.5,333095,1085,0.474,0.22945051
Bajra,1997,Kharif     ,Andhra Pradesh,89400,927.5,8508198,27714,0.815882353,0.22945051
Castor seed,1997,Kharif     ,Andhra Pradesh,169600,927.5,16140832,52576,0.241666667,0.22945051
Cotton(lint),1997,Kharif     ,Andhra Pradesh,906300,927.5,86252571,280953,1.643333333,0.22945051
